"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9885","CRM_PROJECTS_TC_IMP_027 - Cho phép import các dự án trùng tên do hệ thống phân biệt bằng ID tự tăng","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testImportProject_DuplicateProjectNameAllowed"
"","2392","CRM_DASHBOARD_TC_005 - Kiểm tra điều hướng Sidebar đến trang Tasks","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testNavigateSidebarToTasks"
"","2156","CRM_DASHBOARD_TC_026 - Kiểm tra click 'Draft' điều hướng đúng","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testClickInvoiceDraftNavigates"
"","12913","CRM_PROJECTS_TC_IMP_014+015+016 - Import file sai định dạng (.png, .pptx, .docx, .csv) hiển thị lỗi và không chuyển sang Preview","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testImportProject_InvalidFileFormats"
"","492","Kiểm tra icon Language hiển thị và có thể mở dropdown","CRM TopBar Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.TopBarTest","Topbar Test","com.practiceCRM.projects.crm.testcases.TopBarTest","testTopbarLanguage"
"","366","Kiểm tra icon Starred Clients hiển thị và có thể mở dropdown","CRM TopBar Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.TopBarTest","Topbar Test","com.practiceCRM.projects.crm.testcases.TopBarTest","testTopbarStarredClients"
"","6601","CRM_PROJECTS_TC_IMP_022 - Import file Excel có nhiều sheets, hệ thống chỉ đọc và import dữ liệu từ sheet đầu tiên","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testImportProject_MultipleSheetsOnlyFirstSheetImported"
"","4239","CRM_PROJECTS_TC_044 - Kết hợp 2 bộ lọc: Status + Label","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testCombineFilterStatusAndLabel"
"","2075","CRM_DASHBOARD_TC_002 - Kiểm tra điều hướng Sidebar đến trang Events","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testNavigateSidebarToEvents"
"","5690","CRM_PROJECTS_TC_055 - Sắp xếp cột","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","testSortAllColumn"
"","350","CRM_DASHBOARD_TC_031 - Kiểm tra widget Ticket Status hiển thị đủ 3 loại vé","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testTicketStatusDisplaysAllTypes"
"","5036","CRM_PROJECTS_TC_IMP_024_025 - Hệ thống tự động sanitize loại bỏ định dạng ngày và giá không hợp lệ khi import","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testImportProject_SanitizationInvalidDateAndPrice"
"","665","CRM_DASHBOARD_TC_017 - Kiểm tra widget 'Due' hiển thị đúng định dạng tiền tệ","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testDueAmountIsMonetary"
"","2560","CRM_DASHBOARD_TC_022 - Kiểm tra click 'Overdue' điều hướng đúng","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testClickInvoiceOverdueNavigates"
"","8976","CRM_PROJECTS_TC_053 - Kết hợp các bộ lọc dẫn đến kết quả rỗng (No data found)","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testCombineFilterYieldsEmptyResult"
"","3214","CRM_PROJECTS_TC_IMP_017 - Import file Excel rỗng (chỉ chứa dòng tiêu đề, không có dữ liệu) chuyển sang Preview không có dòng dữ liệu nào","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testImportProject_EmptyExcelFile"
"","516","Kiểm tra icon Notifications hiển thị và có thể mở dropdown","CRM TopBar Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.TopBarTest","Topbar Test","com.practiceCRM.projects.crm.testcases.TopBarTest","testTopbarNotifications"
"","11751","Login_Error_Case","CRM Login Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.LoginTest","SignIn Test","com.practiceCRM.projects.crm.testcases.LoginTest","signInFalseWithDataProvider"
"","4276","CRM_PROJECTS_TC_051 - Kết hợp 3 bộ lọc: Label + Deadline + Search","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testCombineFilterLabelDeadlineSearch"
"","4438","CRM_PROJECTS_TC_IMP_023b - Validation hiển thị lỗi trên Preview khi Project Type là Client Project nhưng thiếu Client và Status","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testImportProject_ValidationMissingClientAndStatus"
"","7217","CRM_PROJECTS_TC_040 - Lọc dự án theo Deadline tùy chọn ngày cụ thể (Custom)","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testFilterDeadlineCustom"
"","576","CRM_DASHBOARD_TC_034 - Kiểm tra widget Open Projects hiển thị progress bar","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testOpenProjectsDisplayedWithProgressBar"
"","1883","CRM_DASHBOARD_TC_001 - Kiểm tra điều hướng Sidebar đến trang Dashboard","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testNavigateSidebarToDashboard"
"","1783","Kiểm tra icon To Do hiển thị và có thể click","CRM TopBar Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.TopBarTest","Topbar Test","com.practiceCRM.projects.crm.testcases.TopBarTest","testTopbarTodo"
"","9179","CRM_PROJECTS_TC_IMP_005 - Chọn lại file khác trước khi click Import, xác thực file mới thay thế file cũ và import thành công","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testImportProject_ReselectDifferentFileBeforeImport"
"","2428","CRM_DASHBOARD_TC_004 - Kiểm tra điều hướng Sidebar đến trang Projects","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testNavigateSidebarToProjects"
"","271","CRM_DASHBOARD_TC_028 - Kiểm tra widget Income vs Expenses hiển thị dữ liệu năm ngoái","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testIncomeExpensesLastYearDisplayed"
"","4027","CRM_PROJECTS_TC_IMP_031 - Validation hiển thị lỗi trên Preview khi giá trị cột Status không hợp lệ","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testImportProject_ValidationInvalidStatus"
"","476","CRM_DASHBOARD_TC_030 - Kiểm tra widget Team Members Overview hiển thị đầy đủ thông tin","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testTeamMembersOverviewDisplayed"
"","1079","CRM_PROJECTS_TC_004 - Thêm mới dự án thành công với đầy đủ thông tin hợp lệ","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testAddNewProjectSuccess"
"","3391","CRM_PROJECTS_TC_048 - Kết hợp 2 bộ lọc: Deadline + Search theo project mình tạo","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testCombineFilterDeadlineAndSearch"
"","1404","CRM_PROJECTS_TC_077 - Kiểm tra tự động reset về Trang 1 khi thực hiện Search từ trang khác","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","testPagination_AutoResetToPageOneOnSearch"
"","367","CRM_DASHBOARD_TC_027 - Kiểm tra widget Income vs Expenses hiển thị dữ liệu năm nay","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testIncomeExpensesThisYearDisplayed"
"","1021","CRM_PROJECTS_TC_001 - Kiểm tra hiển thị mặc định của trang All Projects","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","testProjectsDefaultDisplay"
"","18953","CRM_PROJECTS_TC_030 - Lọc dự án theo Status: 'Open'","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testFilterStatusOpen"
"","310","CRM_DASHBOARD_TC_037 - Kiểm tra Dashboard hiển thị đầy đủ sau khi đăng nhập thành công","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testDashboardFullyLoadedAfterLogin"
"","8595","CRM_PROJECTS_TC_075 - Luồng phân trang tổng hợp khi số bản ghi vượt qua số dòng 1 trang (kiểm tra số dòng mặc định, hiển thị phân trang, chia số lượng trang và hoạt động các nút Next/Previous/Jump)","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","testPagination_WorkflowWhenRecordsExceedLimit"
"","2854","CRM_PROJECTS_TC_010 - Kiểm tra mở và đóng modal Manage Labels bằng nút Close (Footer) và icon 'X' (Header)","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testOpenAndCloseManageLabelsModal"
"","482","Kiểm tra icon Starred Projects hiển thị và có thể mở dropdown","CRM TopBar Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.TopBarTest","Topbar Test","com.practiceCRM.projects.crm.testcases.TopBarTest","testTopbarStarredProjects"
"","54267","CRM_PROJECTS_TC_015 - Thêm Label không màu, sửa tên và kiểm tra biến mất tên cũ / hiện diện tên mới tại cả 4 vị trí","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testAddNewLabelWithoutColorAndEditAcrossAllComponents"
"","1995","CRM_DASHBOARD_TC_007 - Kiểm tra điều hướng Sidebar đến trang Tickets","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testNavigateSidebarToTickets"
"","665","CRM_DASHBOARD_TC_035 - Kiểm tra Empty State 'No event found!' khi không có sự kiện","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testEventsEmptyStateMessage"
"","5767","CRM_PROJECTS_TC_050 - Kết hợp 3 bộ lọc: Status=Open + Deadline + Search","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testCombineFilterStatusDeadlineSearch"
"","281","CRM_PROJECTS_TC_072 - In danh sách dự án (Print)","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testPrintProjectsList"
"","1521","CRM_DASHBOARD_TC_015 - Kiểm tra widget 'Events today' hiển thị số nguyên","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testEventsTodayCountIsInteger"
"","14185","Login_Error_Case","CRM Login Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.LoginTest","SignIn Test","com.practiceCRM.projects.crm.testcases.LoginTest","signInFalseWithDataProvider"
"","1739","CRM_PROJECTS_TC_069 - Xác nhận xóa dự án (Click Confirm/Yes)","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectCRUDTest","testConfirmDeleteProject"
"","401","CRM_DASHBOARD_TC_020 - Kiểm tra widget Invoice Overview hiển thị đủ 5 loại trạng thái","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testInvoiceOverviewDisplaysAllStatuses"
"","2382","CRM_DASHBOARD_TC_032 - Kiểm tra click Ticket New điều hướng đúng","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testClickTicketNewNavigates"
"","190","CRM_DASHBOARD_TC_036 - Kiểm tra Empty State 'No announcement yet!'","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testAnnouncementsEmptyStateMessage"
"","27299","CRM_PROJECTS_TC_035A - Lọc dự án theo nhiều Status đồng thời (Multi-select: Open + Completed)","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testFilterMultipleStatuses"
"","4157","CRM_PROJECTS_TC_045 - Kết hợp 2 bộ lọc: Status + Deadline","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectFilterTest","testCombineFilterStatusAndDeadline"
"","2077","CRM_DASHBOARD_TC_016 - Kiểm tra click widget 'Events today' điều hướng đúng","CRM Dashboard Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.DashboardTest","DashBoard Test","com.practiceCRM.projects.crm.testcases.DashboardTest","testClickEventsTodayNavigates"
"","41332","CRM_PROJECTS_TC_013 - Kiểm tra ẩn và hiện lại từng cột trên bảng dự án (Gộp TC_013 → TC_020)","CRM Projects Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","Projects Test - Parallel Methods","com.practiceCRM.projects.crm.testcases.projects.ProjectGridTest","testToggleIndividualColumns"
"","15473","Login_Happy_Case","CRM Login Test Suite","2026-09-18","passed","2026-09-18","com.practiceCRM.projects.crm.testcases.LoginTest","SignIn Test","com.practiceCRM.projects.crm.testcases.LoginTest","signInSuccessWithDataProvider"
